config_id,user_id,collection_location,created_date,days_since_signup,provider,model,connection_name,is_primary_config,input_price_per_1m_usd,output_price_per_1m_usd,monthly_budget_usd,key_auto_detected_flag,custom_base_url_flag,validation_attempts,validation_success_flag,connection_latency_ms,config_status,key_rotations,last_rotation_date,first_session_date,days_to_first_session,total_sessions,total_interactions,total_input_tokens,total_output_tokens,total_llm_cost_usd,avg_efficiency_ratio,avg_waste_index,avg_cri,max_cri,adversarial_tests_run,last_used_date,config_age_days
cfg_00874,usr_01049,DSU Campus,2026-08-13,2,Anthropic,claude-sonnet-5,Anthropic Primary-6,1,3.0,15.0,50,1,0,1,1,68,active,0,,2026-08-14,1,5,87,223477,92465,2.0574,0.7939,0.3622,0.1587,0.23423985209420184,2,2026-09-20,38
cfg_00875,usr_01049,DSU Campus,2026-09-07,27,Anthropic,claude-opus-5,Anthropic Backup-3,0,3.0,15.0,1000,1,0,1,1,139,active,0,,2026-08-14,,2,44,351476,38993,1.6393,0.7853,0.4219,0.1785,0.20888496544586752,0,2026-09-09,13
cfg_00876,usr_01050,Outside Campus,2026-08-11,0,Google AI (Gemini),gemini-3-pro,Google Primary-2,1,1.0,6.0,500,1,0,1,1,210,active,0,,2026-08-11,0,8,226,580717,188383,1.711,0.7316,0.4708,0.1921,0.31584206104663964,2,2026-08-22,40
cfg_00877,usr_01051,DSU Campus,2026-08-12,1,Groq,qwen3-32b,Groq Primary-7,1,0.5,0.9,100,1,1,2,1,72,active,0,,2026-08-12,0,18,536,1733922,783530,1.5721,0.813,0.3703,0.179,0.4616954340899991,3,2026-09-20,39
cfg_00878,usr_01052,Outside Campus,2026-08-12,1,Anthropic,claude-sonnet-5,Anthropic Primary-7,1,3.0,15.0,25,1,0,1,1,104,active,0,,2026-08-13,1,4,94,265226,135308,2.8254,0.7252,0.4908,0.21,0.2804039025996635,0,2026-08-30,39
cfg_00879,usr_01053,Outside Campus,2026-08-13,2,OpenAI,gpt-4o,OpenAI Primary-7,1,1.25,10.0,250,0,0,1,1,128,active,0,,2026-08-13,0,3,56,127422,97791,1.1371,0.7749,0.4149,0.1786,0.22148710105537117,0,2026-08-22,38
cfg_00880,usr_01054,Outside Campus,2026-08-15,2,OpenAI,gpt-4o,OpenAI Primary-2,1,1.25,10.0,100,1,0,1,1,224,active,0,,2026-08-17,2,10,247,444322,184411,2.3995,0.872,0.335,0.1987,0.5274742659740072,0,2026-09-19,36
cfg_00881,usr_01056,Outside Campus,2026-08-11,0,OpenAI,gpt-5,OpenAI Primary-1,1,1.25,10.0,500,1,0,2,1,122,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,40
cfg_00882,usr_01056,Outside Campus,2026-08-30,19,OpenAI,gpt-5-mini,OpenAI Backup-3,0,1.25,10.0,250,1,0,1,1,100,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,21
cfg_00883,usr_01057,Outside Campus,2026-08-11,0,OpenAI,gpt-5-mini,OpenAI Primary-2,1,1.25,10.0,100,0,0,1,1,106,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,40
cfg_00884,usr_01058,Outside Campus,2026-08-13,2,Anthropic,claude-opus-5,Anthropic Primary-8,1,3.0,15.0,50,1,0,2,1,156,active,0,,2026-08-14,1,18,481,1085344,459188,10.144,0.7238,0.4698,0.1905,0.30039081991600775,0,2026-09-18,38
cfg_00885,usr_01059,Outside Campus,2026-08-16,0,Groq,llama-4-maverick,Groq Primary-9,1,0.5,0.9,500,1,1,1,1,88,active,0,,2026-08-16,0,10,222,817701,309122,0.6871,0.601,0.5903,0.2248,0.2847253007534859,1,2026-09-09,35
cfg_00886,usr_01060,Outside Campus,2026-08-17,0,OpenAI,gpt-4o,OpenAI Primary-4,1,1.25,10.0,1000,1,0,1,1,325,active,1,,2026-08-19,2,5,113,426011,148968,2.0222,0.7838,0.4148,0.2158,0.3038223800454568,2,2026-09-07,34
cfg_00887,usr_01061,DSU Campus,2026-08-12,0,Together AI,deepseek-r2-distill,Together Primary-8,1,0.8,2.0,100,1,0,1,1,174,active,0,,2026-08-13,1,10,209,460168,201490,0.771,0.7914,0.407,0.1646,0.32462949592067536,0,2026-09-04,39
cfg_00888,usr_01061,DSU Campus,2026-09-13,32,Google AI (Gemini),gemini-3-flash,Google Backup-4,0,1.0,6.0,100,0,0,1,1,90,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,7
cfg_00889,usr_01062,Outside Campus,2026-08-12,0,Google AI (Gemini),gemini-3-flash,Google Primary-1,1,1.0,6.0,1000,1,0,1,1,125,active,0,,2026-08-12,0,10,141,471438,139765,1.31,0.7331,0.4146,0.2306,0.7755461358075794,0,2026-08-29,39
cfg_00890,usr_01063,DSU Campus,2026-08-13,1,DeepSeek,deepseek-v4,DeepSeek Primary-9,1,0.3,1.2,25,1,0,1,1,150,active,0,,2026-08-13,0,11,311,925634,442280,0.8085,0.8126,0.3661,0.1716,0.2776461011152787,0,2026-09-17,38
cfg_00891,usr_01064,DSU Campus,2026-08-13,0,Groq,qwen3-32b,Groq Primary-6,1,0.5,0.9,1000,1,0,1,1,186,active,0,,2026-08-13,0,20,398,859031,416248,0.8043,0.7282,0.4653,0.1981,0.32846258894883007,2,2026-09-20,38
cfg_00892,usr_01064,DSU Campus,2026-08-30,17,Mistral AI,codestral-2,Mistral Backup-1,0,2.0,6.0,100,1,0,1,1,279,active,1,,2026-08-13,,2,28,34932,58308,0.4197,0.786,0.3773,0.1637,0.2144528353411537,1,2026-09-08,21
cfg_00893,usr_01065,Outside Campus,2026-08-17,1,Together AI,llama-4-scout,Together Primary-3,1,0.8,2.0,50,1,0,1,1,137,active,0,,2026-08-18,1,12,292,914670,319139,1.37,0.6779,0.5163,0.207,0.2872005748158501,3,2026-09-20,34
cfg_00894,usr_01068,Outside Campus,2026-08-13,0,OpenAI,gpt-5,OpenAI Primary-3,1,1.25,10.0,25,1,0,1,1,114,active,0,,2026-08-13,0,14,271,552762,353818,4.2292,0.8301,0.4198,0.2761,0.9319881310494296,2,2026-09-19,38
cfg_00895,usr_01068,Outside Campus,2026-08-31,18,OpenAI,gpt-5-mini,OpenAI Backup-3,0,1.25,10.0,100,1,0,1,1,274,active,0,,2026-08-13,,1,13,12772,8332,0.0993,0.5984,0.5693,0.2093,0.20927670406384052,1,2026-09-14,20
cfg_00896,usr_01069,DSU Campus,2026-08-13,0,xAI (Grok),grok-4,xAI Primary-2,1,2.5,12.0,1000,0,0,1,1,187,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,38
cfg_00897,usr_01070,Outside Campus,2026-08-15,1,Anthropic,claude-sonnet-5,Anthropic Primary-7,1,3.0,15.0,500,1,0,1,1,89,active,0,,2026-08-15,0,11,229,506467,201544,4.5427,0.8272,0.4029,0.2046,0.5319021250280189,1,2026-09-20,36
cfg_00898,usr_01072,Outside Campus,2026-08-14,1,Mistral AI,codestral-2,Mistral Primary-7,1,2.0,6.0,100,1,1,1,1,131,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,37
cfg_00899,usr_01073,DSU Campus,2026-08-27,6,Cohere,command-r-plus-2,Cohere Primary-4,1,2.5,10.0,50,0,0,1,1,146,active,0,,2026-08-27,0,7,113,325570,224421,3.0581,0.7667,0.4988,0.2029,0.29363547892350034,1,2026-09-17,24
cfg_00900,usr_01073,DSU Campus,2026-09-14,24,Groq,llama-4-maverick,Groq Backup-2,0,0.5,0.9,250,1,0,2,1,149,active,1,,2026-08-27,,2,36,45744,17706,0.0388,0.7719,0.4801,0.2144,0.2754632279404365,0,2026-09-20,6
cfg_00901,usr_01077,Outside Campus,2026-08-17,0,Anthropic,claude-sonnet-5,Anthropic Primary-2,1,3.0,15.0,50,1,0,1,1,183,active,0,,2026-08-18,1,11,315,744540,497303,9.6932,0.8904,0.3212,0.1976,0.7415642080566909,1,2026-09-14,34
cfg_00902,usr_01077,Outside Campus,2026-08-26,9,Together AI,llama-4-scout,Together Backup-9,0,0.8,2.0,25,1,0,1,1,133,active,0,,2026-08-18,,4,82,167882,168632,0.4716,0.7581,0.4335,0.1954,0.3095798676131255,0,2026-09-11,25
cfg_00903,usr_01078,Outside Campus,2026-08-23,1,Google AI (Gemini),gemini-3-pro,Google Primary-7,1,1.0,6.0,500,1,0,1,1,84,active,0,,2026-08-23,0,5,113,436592,133451,1.2374,0.7829,0.4648,0.3818,0.884730109721184,1,2026-09-07,28
cfg_00904,usr_01080,Outside Campus,2026-08-15,0,DeepSeek,deepseek-v4,DeepSeek Primary-8,1,0.3,1.2,1000,1,0,1,1,285,active,0,,2026-08-15,0,11,276,821491,394893,0.7204,0.8538,0.3416,0.187,0.5273639908919329,0,2026-09-18,36
cfg_00905,usr_01080,Outside Campus,2026-08-28,13,OpenAI,gpt-4o,OpenAI Backup-7,0,1.25,10.0,50,1,0,1,1,245,active,2,,2026-08-15,,5,134,225264,187858,2.1602,0.8209,0.409,0.199,0.2555004404546954,0,2026-09-20,23
cfg_00906,usr_01081,Outside Campus,2026-08-17,0,Cohere,command-r-plus-2,Cohere Primary-5,1,2.5,10.0,250,1,0,3,1,171,active,0,,2026-08-17,0,9,184,359580,282968,3.7286,0.781,0.4163,0.2579,0.825211489932616,0,2026-08-24,34
cfg_00907,usr_01083,Outside Campus,2026-08-17,1,OpenAI,gpt-4o,OpenAI Primary-4,1,1.25,10.0,50,1,0,1,1,147,active,0,,2026-08-23,6,14,326,886019,512082,6.2282,0.8443,0.3583,0.2086,0.5507225682955995,3,2026-09-20,34
cfg_00908,usr_01083,Outside Campus,2026-08-21,5,Google AI (Gemini),gemini-3-pro,Google Backup-8,0,1.0,6.0,1000,1,1,1,1,192,active,0,,2026-08-23,,2,27,109675,46955,0.3914,0.6875,0.4707,0.1642,0.174727361972223,1,2026-09-20,30
cfg_00909,usr_01084,Outside Campus,2026-08-15,0,DeepSeek,deepseek-r2,DeepSeek Primary-4,1,0.3,1.2,500,1,0,1,1,160,active,0,,2026-08-15,0,15,288,647469,296724,0.5503,0.7865,0.3865,0.1648,0.2703631321243723,0,2026-09-20,36
cfg_00910,usr_01084,Outside Campus,2026-08-30,15,Anthropic,claude-opus-5,Anthropic Backup-9,0,3.0,15.0,25,1,0,1,1,98,active,0,,2026-08-15,,2,30,88518,34421,0.7819,0.6407,0.5512,0.1981,0.21867241241222082,0,2026-09-03,21
cfg_00911,usr_01085,Outside Campus,2026-08-17,2,Groq,qwen3-32b,Groq Primary-6,1,0.5,0.9,500,0,0,1,1,99,dormant,1,,2026-08-17,0,1,37,101025,17306,0.0661,0.74,0.6264,0.2162,0.2161863982631087,0,2026-08-20,34
cfg_00912,usr_01085,Outside Campus,2026-08-23,8,OpenAI,gpt-4o,OpenAI Backup-2,0,1.25,10.0,500,1,0,1,1,87,dormant,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,28
cfg_00913,usr_01086,DSU Campus,2026-08-18,2,xAI (Grok),grok-4-mini,xAI Primary-9,1,2.5,12.0,50,1,0,1,1,243,active,0,,2026-08-18,0,15,343,935697,467731,7.9519,0.7395,0.4424,0.2269,0.6109052408649607,0,2026-09-20,33
cfg_00914,usr_01087,Outside Campus,2026-08-18,1,Anthropic,claude-opus-5,Anthropic Primary-1,1,3.0,15.0,250,1,0,1,1,207,active,0,,2026-08-18,0,7,182,486311,263697,5.4144,0.7619,0.4617,0.2131,0.26994742757599177,1,2026-09-20,33
cfg_00915,usr_01087,Outside Campus,2026-08-28,11,DeepSeek,deepseek-v4,DeepSeek Backup-1,0,0.3,1.2,500,0,0,2,1,181,active,0,,2026-08-18,,1,12,41125,16879,0.0326,0.6377,0.5167,0.1979,0.19794653463966033,0,2026-09-19,23
cfg_00916,usr_01089,DSU Campus,2026-08-24,0,Google AI (Gemini),gemini-3-flash,Google Primary-4,1,1.0,6.0,250,1,0,1,1,160,active,0,,2026-08-24,0,3,47,281558,53961,0.6053,0.6834,0.5495,0.2064,0.27482792123978883,0,2026-09-07,27
cfg_00917,usr_01090,Outside Campus,2026-08-17,0,OpenAI,gpt-4o,OpenAI Primary-1,1,1.25,10.0,25,1,0,1,1,231,active,1,,2026-08-18,1,12,266,561043,561941,6.3208,0.8482,0.3393,0.1451,0.27920798206605624,0,2026-09-18,34
cfg_00918,usr_01090,Outside Campus,2026-09-08,22,Google AI (Gemini),gemini-3-flash,Google Backup-7,0,1.0,6.0,500,1,0,1,1,266,active,0,,2026-08-18,,3,64,255526,55725,0.5898,0.7176,0.4868,0.1978,0.2589621755055274,0,2026-09-07,12
cfg_00919,usr_01091,DSU Campus,2026-08-20,3,OpenAI,gpt-5,OpenAI Primary-6,1,1.25,10.0,500,1,0,1,1,82,active,1,,2026-08-21,1,11,218,636101,244450,3.2396,0.7052,0.4878,0.2049,0.3376614249806349,1,2026-09-04,31
cfg_00920,usr_01093,Outside Campus,2026-08-17,0,Anthropic,claude-opus-5,Anthropic Primary-3,1,3.0,15.0,250,1,0,1,1,99,active,0,,2026-08-17,0,5,97,317486,194214,3.8657,0.793,0.4453,0.1737,0.22947640530095126,0,2026-09-19,34
cfg_00921,usr_01093,Outside Campus,2026-08-28,11,Anthropic,claude-opus-5,Anthropic Backup-7,0,3.0,15.0,1000,1,0,1,1,220,active,0,,2026-08-17,,1,15,27094,11735,0.2573,0.8967,0.2857,0.1102,0.11019890052393884,0,2026-08-17,23
cfg_00922,usr_01094,DSU Campus,2026-08-17,0,Google AI (Gemini),gemini-3-flash,Google Primary-9,1,1.0,6.0,500,0,0,1,1,210,active,0,,2026-08-18,1,8,156,302785,407565,2.7483,0.8593,0.3637,0.1662,0.25386517284889815,0,2026-09-08,34
cfg_00923,usr_01094,DSU Campus,2026-08-28,11,OpenAI,gpt-5-mini,OpenAI Backup-8,0,1.25,10.0,50,1,0,3,1,105,active,0,,2026-08-18,,3,78,254109,146983,1.7875,0.6356,0.5361,0.2458,0.3714308742923448,0,2026-09-08,23
cfg_00924,usr_01095,DSU Campus,2026-08-20,0,OpenAI,gpt-5,OpenAI Primary-2,1,1.25,10.0,500,0,0,1,1,102,active,0,,2026-08-22,2,9,159,720486,227270,3.1733,0.8272,0.3175,0.1556,0.2179722933431663,0,2026-09-20,31
cfg_00925,usr_01097,DSU Campus,2026-08-21,3,xAI (Grok),grok-4,xAI Primary-5,1,2.5,12.0,500,1,0,1,1,190,active,0,,2026-08-21,0,17,435,1773280,367192,8.8394,0.747,0.4555,0.2774,0.9272558252314729,0,2026-09-18,30
cfg_00926,usr_01098,Outside Campus,2026-08-17,0,Groq,qwen3-32b,Groq Primary-3,1,0.5,0.9,50,1,0,1,1,121,active,0,,2026-08-17,0,10,191,801117,173981,0.5573,0.838,0.3466,0.1561,0.27260084298240445,0,2026-09-03,34
cfg_00927,usr_01101,Outside Campus,2026-08-20,2,OpenAI,gpt-5-mini,OpenAI Primary-7,1,1.25,10.0,50,0,0,1,1,122,active,0,,2026-08-22,2,17,447,1123835,421978,5.6245,0.7717,0.4686,0.1881,0.30741238166385276,0,2026-09-20,31
cfg_00928,usr_01102,Outside Campus,2026-08-18,0,Groq,qwen3-32b,Groq Primary-6,1,0.5,0.9,25,0,0,1,1,119,active,0,,2026-08-19,1,10,180,511159,189520,0.426,0.813,0.3809,0.1599,0.29797204083889783,0,2026-09-16,33
cfg_00929,usr_01103,Outside Campus,2026-08-18,0,OpenAI,gpt-5-mini,OpenAI Primary-5,1,1.25,10.0,50,0,0,1,1,333,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,33
cfg_00930,usr_01104,Outside Campus,2026-08-20,2,Anthropic,claude-opus-5,Anthropic Primary-7,1,3.0,15.0,500,1,1,1,1,69,active,0,,2026-08-22,2,9,187,705409,234631,5.6358,0.792,0.3801,0.1637,0.2639753404296049,1,2026-09-20,31
cfg_00931,usr_01108,Outside Campus,2026-08-19,1,Anthropic,claude-sonnet-5,Anthropic Primary-1,1,3.0,15.0,1000,0,0,1,1,364,active,0,,2026-08-20,1,6,105,274563,166592,3.3226,0.7948,0.3575,0.1638,0.24073248065242311,1,2026-09-20,32
cfg_00932,usr_01108,Outside Campus,2026-09-07,20,Anthropic,claude-opus-5,Anthropic Backup-6,0,3.0,15.0,100,0,1,1,1,75,active,0,,2026-08-20,,2,37,34867,46223,0.7979,0.8029,0.3967,0.3207,0.5129494459506809,0,2026-09-18,13
cfg_00933,usr_01110,Outside Campus,2026-08-19,0,Groq,llama-4-maverick,Groq Primary-1,1,0.5,0.9,25,0,1,1,1,227,active,0,,2026-08-19,0,10,198,407307,336531,0.5064,0.7499,0.4497,0.186,0.251931068700036,0,2026-09-20,32
cfg_00934,usr_01115,DSU Campus,2026-08-21,1,OpenAI,gpt-5-mini,OpenAI Primary-6,1,1.25,10.0,50,1,1,2,1,129,active,0,,2026-08-21,0,9,169,553587,286004,3.5522,0.7695,0.4578,0.1908,0.24197047625155274,2,2026-09-20,30
cfg_00935,usr_01116,DSU Campus,2026-08-20,1,OpenAI,gpt-5,OpenAI Primary-2,1,1.25,10.0,25,1,0,1,1,111,active,1,,2026-08-21,1,9,186,323404,217411,2.5785,0.8024,0.4093,0.1732,0.22759283345809328,1,2026-09-18,31
cfg_00936,usr_01118,Outside Campus,2026-08-22,3,Anthropic,claude-opus-5,Anthropic Primary-2,1,3.0,15.0,25,1,0,1,1,162,active,0,,2026-08-22,0,10,213,540286,237858,5.1886,0.8378,0.3832,0.2639,0.6478104923298842,0,2026-09-20,29
cfg_00937,usr_01120,DSU Campus,2026-08-22,3,OpenAI,gpt-4o,OpenAI Primary-7,1,1.25,10.0,500,0,0,1,1,166,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,29
cfg_00938,usr_01120,DSU Campus,2026-09-19,31,OpenAI,gpt-5-mini,OpenAI Backup-6,0,1.25,10.0,50,1,0,1,1,60,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,1
cfg_00939,usr_01122,Outside Campus,2026-08-22,3,DeepSeek,deepseek-v4,DeepSeek Primary-9,1,0.3,1.2,1000,0,0,1,1,70,active,0,,2026-08-22,0,13,330,928633,356146,0.7059,0.7266,0.4697,0.2592,0.6059956475779805,1,2026-09-20,29
cfg_00940,usr_01123,Outside Campus,2026-08-19,0,OpenAI,gpt-5,OpenAI Primary-8,1,1.25,10.0,250,1,0,1,1,233,active,1,,2026-08-19,0,13,215,577079,213520,2.8564,0.8179,0.4207,0.1713,0.2738738854212147,2,2026-09-18,32
cfg_00941,usr_01125,Outside Campus,2026-08-24,2,OpenRouter,auto/router,OpenRouter Primary-8,1,0.6,2.4,50,1,0,3,1,246,active,2,,2026-08-25,1,9,159,471272,201708,0.7669,0.8355,0.369,0.1697,0.23569956727878338,0,2026-09-15,27
cfg_00942,usr_01125,Outside Campus,2026-09-09,18,Anthropic,claude-sonnet-5,Anthropic Backup-7,0,3.0,15.0,50,1,0,1,1,187,active,0,,2026-08-25,,2,39,71340,47814,0.9313,0.6606,0.496,0.2221,0.23090320327774624,1,2026-09-15,11
cfg_00943,usr_01126,DSU Campus,2026-08-21,2,OpenAI,gpt-5-mini,OpenAI Primary-2,1,1.25,10.0,250,1,0,1,1,177,active,0,,2026-08-23,2,12,232,646911,288632,3.6949,0.7615,0.4547,0.2669,0.8036304435337613,3,2026-09-20,30
cfg_00944,usr_01127,Outside Campus,2026-08-20,1,DeepSeek,deepseek-r2,DeepSeek Primary-3,1,0.3,1.2,1000,1,0,1,1,175,active,0,,2026-08-20,0,15,288,1017887,539171,0.9524,0.8265,0.355,0.1599,0.25788789026223685,0,2026-09-20,31
cfg_00945,usr_01128,Outside Campus,2026-08-21,0,xAI (Grok),grok-4-mini,xAI Primary-7,1,2.5,12.0,500,0,0,1,1,242,active,0,,2026-08-24,3,9,204,539471,223700,4.0329,0.8044,0.3975,0.1661,0.24054836765659696,2,2026-09-15,30
cfg_00946,usr_01130,Outside Campus,2026-08-20,0,OpenAI,gpt-5-mini,OpenAI Primary-8,1,1.25,10.0,50,1,0,1,1,110,active,0,,2026-08-20,0,21,428,1046381,548759,6.7955,0.7982,0.4131,0.2047,0.49976839330578937,2,2026-09-20,31
cfg_00947,usr_01131,Outside Campus,2026-08-26,1,Groq,llama-4-maverick,Groq Primary-9,1,0.5,0.9,50,1,1,2,1,103,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,25
cfg_00948,usr_01131,Outside Campus,2026-09-17,23,Anthropic,claude-opus-5,Anthropic Backup-5,0,3.0,15.0,50,1,0,1,1,489,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,3
cfg_00949,usr_01132,DSU Campus,2026-08-31,3,Anthropic,claude-sonnet-5,Anthropic Primary-3,1,3.0,15.0,25,1,0,1,1,167,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,20
cfg_00950,usr_01134,Outside Campus,2026-08-21,1,OpenAI,gpt-5,OpenAI Primary-8,1,1.25,10.0,1000,1,0,1,1,70,active,1,,2026-08-21,0,6,181,392727,117958,1.6705,0.8351,0.3937,0.1743,0.24057928329133363,2,2026-09-20,30
cfg_00951,usr_01135,Outside Campus,2026-08-20,0,OpenAI,gpt-5-mini,OpenAI Primary-6,1,1.25,10.0,100,1,0,1,1,195,active,0,,2026-08-20,0,7,77,288681,78637,1.1473,0.7643,0.4263,0.1877,0.2883419552759111,0,2026-09-18,31
cfg_00952,usr_01135,Outside Campus,2026-09-20,31,Groq,llama-4-maverick,Groq Backup-9,0,0.5,0.9,250,1,0,1,1,156,active,1,,2026-08-20,,2,56,202147,114653,0.2042,0.771,0.597,0.2265,0.2963021847009798,0,2026-08-27,0
cfg_00953,usr_01138,DSU Campus,2026-08-20,0,OpenAI,gpt-4o,OpenAI Primary-6,1,1.25,10.0,500,1,0,1,1,96,active,0,,2026-08-20,0,7,201,453450,275840,3.3252,0.7202,0.4758,0.1898,0.26915326344623136,1,2026-09-07,31
cfg_00954,usr_01139,Outside Campus,2026-08-20,0,OpenAI,gpt-4o,OpenAI Primary-8,1,1.25,10.0,25,1,1,1,1,102,active,0,,2026-08-20,0,16,262,664585,290567,3.7363,0.8145,0.3784,0.2147,0.727680857061331,0,2026-09-18,31
cfg_00955,usr_01141,Outside Campus,2026-08-24,2,OpenAI,gpt-5,OpenAI Primary-4,1,1.25,10.0,250,1,0,2,1,195,active,1,,2026-08-25,1,10,240,800543,297744,3.9782,0.7403,0.4838,0.1976,0.25281672617076006,1,2026-09-20,27
cfg_00956,usr_01142,Outside Campus,2026-08-21,0,xAI (Grok),grok-4,xAI Primary-6,1,2.5,12.0,100,0,0,1,1,118,active,0,,2026-08-21,0,10,228,481091,323035,5.0792,0.7751,0.4169,0.1728,0.22310071290332342,1,2026-09-20,30
cfg_00957,usr_01142,Outside Campus,2026-09-05,15,OpenAI,gpt-4o,OpenAI Backup-9,0,1.25,10.0,1000,1,0,2,1,114,active,0,,2026-08-21,,2,23,60539,61571,0.6914,0.985,0.169,0.109,0.1283273714473751,0,2026-09-17,15
cfg_00958,usr_01145,Outside Campus,2026-08-26,5,OpenAI,gpt-5-mini,OpenAI Primary-6,1,1.25,10.0,500,0,0,2,1,152,active,1,,2026-08-26,0,10,257,571888,266242,3.3774,0.854,0.3418,0.2775,0.7523418223274736,1,2026-09-19,25
cfg_00959,usr_01146,Outside Campus,2026-08-23,2,OpenAI,gpt-4o,OpenAI Primary-5,1,1.25,10.0,50,0,0,1,1,87,active,0,,2026-08-25,2,9,96,208218,139385,1.6542,0.7861,0.4092,0.1707,0.23506207581961336,3,2026-09-16,28
cfg_00960,usr_01147,Outside Campus,2026-08-24,1,Anthropic,claude-sonnet-5,Anthropic Primary-7,1,3.0,15.0,1000,1,0,1,1,215,active,0,,,,0,0,0,0,0.0,0,0,0,0.0,0,,27
cfg_00961,usr_01148,Outside Campus,2026-08-24,1,Groq,llama-4-maverick,Groq Primary-9,1,0.5,0.9,50,1,0,1,1,247,active,0,,2026-08-25,1,9,174,380537,160482,0.3348,0.7838,0.4144,0.1754,0.3077588033783242,3,2026-09-16,27
cfg_00962,usr_01150,Outside Campus,2026-08-22,0,OpenAI,gpt-4o,OpenAI Primary-5,1,1.25,10.0,25,1,0,1,1,97,active,0,,2026-08-23,1,10,202,436452,307301,3.6184,0.7142,0.482,0.209,0.2715971650112365,4,2026-09-20,29
cfg_00963,usr_01153,Outside Campus,2026-08-24,1,Groq,qwen3-32b,Groq Primary-4,1,0.5,0.9,250,1,0,1,1,196,active,1,,2026-08-24,0,8,205,444532,267031,0.4625,0.8438,0.393,0.2314,0.6075113476598407,1,2026-09-20,27
cfg_00964,usr_01153,Outside Campus,2026-09-16,24,Anthropic,claude-sonnet-5,Anthropic Backup-4,0,3.0,15.0,500,1,0,1,1,120,active,0,,2026-08-24,,4,51,165102,114757,2.2167,0.8218,0.3811,0.1631,0.19299639903845325,0,2026-09-19,4
cfg_00965,usr_01154,Outside Campus,2026-08-24,0,OpenAI,gpt-5,OpenAI Primary-2,1,1.25,10.0,100,1,0,1,1,195,active,0,,2026-08-25,1,12,248,620873,432975,5.1058,0.7911,0.4565,0.2204,0.6107447025516239,2,2026-09-17,27
cfg_00966,usr_01156,Outside Campus,2026-08-23,1,OpenAI,gpt-5-mini,OpenAI Primary-8,1,1.25,10.0,25,1,0,1,1,67,active,0,,2026-08-23,0,6,189,316362,716496,7.5606,0.8963,0.3278,0.1786,0.27378708315651007,0,2026-09-09,28
cfg_00967,usr_01157,DSU Campus,2026-08-22,0,OpenAI,gpt-5-mini,OpenAI Primary-1,1,1.25,10.0,50,1,0,1,1,193,active,0,,2026-08-23,1,9,179,444904,211271,2.6689,0.8596,0.3327,0.218,0.5840948204148779,0,2026-09-08,29
cfg_00968,usr_01158,Outside Campus,2026-08-27,2,OpenAI,gpt-5-mini,OpenAI Primary-4,1,1.25,10.0,1000,1,0,1,1,225,active,1,,2026-08-29,2,7,160,813029,162684,2.6432,0.7156,0.5174,0.198,0.24324833836917856,1,2026-09-19,24
cfg_00969,usr_01159,Outside Campus,2026-08-25,1,Groq,qwen3-32b,Groq Primary-5,1,0.5,0.9,25,1,0,1,1,255,active,0,,2026-08-25,0,9,290,669833,419068,0.712,0.7658,0.4371,0.1976,0.2730776779626926,1,2026-09-18,26
cfg_00970,usr_01160,Outside Campus,2026-08-27,1,OpenAI,gpt-5-mini,OpenAI Primary-2,1,1.25,10.0,50,0,0,1,1,285,active,1,,2026-08-28,1,10,173,363419,172539,2.1798,0.8195,0.4012,0.2419,0.8710422566663423,1,2026-09-20,24
cfg_00971,usr_01161,Outside Campus,2026-08-26,0,Mistral AI,mistral-large-3,Mistral Primary-2,1,2.0,6.0,500,1,0,1,1,110,active,0,,2026-08-26,0,6,126,360638,121023,1.4473,0.7642,0.4098,0.1878,0.27273479392408273,0,2026-09-20,25
cfg_00972,usr_01162,Outside Campus,2026-08-27,2,xAI (Grok),grok-4,xAI Primary-3,1,2.5,12.0,25,0,0,1,1,142,active,1,,2026-08-27,0,13,273,617869,260345,4.6685,0.727,0.4819,0.1873,0.2986102751177177,3,2026-09-04,24
cfg_00973,usr_01163,Outside Campus,2026-08-25,1,Google AI (Gemini),gemini-3-flash,Google Primary-9,1,1.0,6.0,100,0,0,1,1,106,active,0,,2026-08-25,0,14,268,1001365,378999,3.2753,0.7026,0.479,0.2267,0.7274331021293383,0,2026-09-18,26
cfg_00974,usr_01164,Outside Campus,2026-08-26,2,Mistral AI,codestral-2,Mistral Primary-8,1,2.0,6.0,1000,1,0,1,1,98,active,0,,2026-08-26,0,9,194,406431,395228,3.1842,0.7731,0.4361,0.1828,0.332930811576389,2,2026-09-11,25
cfg_00975,usr_01165,DSU Campus,2026-08-26,1,Anthropic,claude-opus-5,Anthropic Primary-5,1,3.0,15.0,500,1,0,1,1,129,active,1,,,,0,0,0,0,0.0,0,0,0,0.0,0,,25
